review_url,genre
/reviews/albums/23005-grid/,Experimental
/reviews/albums/9928-love-of-diagrams-ep/,Rock
/reviews/albums/jonsi-shiver/,Rock
/reviews/albums/mike-will-made-it-creed-ii-the-album/,Rap
/reviews/albums/10557-challengers/,Rock
/reviews/albums/2735-senor-smoke/,Electronic
/reviews/albums/2735-senor-smoke/,Rock
/reviews/albums/sara-bug-sara-bug/,Rock
/reviews/albums/8999-ticket-crystals/,Rock
/reviews/albums/bat-fangs-queen-of-my-world/,Rock
/reviews/albums/19011-shocking-pinks-guilt-mirrors/,Rock
/reviews/albums/9112-wonder-waltz/,Electronic
/reviews/albums/9112-wonder-waltz/,Global
/reviews/albums/16702-live-from-the-underground/,Rap
/reviews/albums/vein-errorzone/,Metal
/reviews/albums/12840-watersports/,Experimental
/reviews/albums/12840-watersports/,Rock
/reviews/albums/22052-blood-orange-freetown-sound/,Pop/R&B
/reviews/albums/10951-a-brighter-beat/,Rock
/reviews/albums/5958-oh-no/,Electronic
/reviews/albums/5958-oh-no/,Rock
/reviews/albums/11868-on-the-beach-american-stars-n-bars-hawks-doves-re-ac-tor/,Rock
/reviews/albums/18472-jessy-lanza-pull-my-hair-back/,Pop/R&B
/reviews/albums/18350-dam-funk-steve-arrington-higher/,Pop/R&B
/reviews/albums/18350-dam-funk-steve-arrington-higher/,Rock
/reviews/albums/20573-covered/,Jazz
/reviews/albums/17500-academy-songs-volume-i/,Rock
/reviews/albums/the-faint-egowerk/,Rock
/reviews/albums/22355-schmilco/,Rock
/reviews/albums/midwife-luminol/,Rock
/reviews/albums/22-electric-heavyland/,Experimental
/reviews/albums/22-electric-heavyland/,Rock
/reviews/albums/joey-dosik-game-winner-ep/,Pop/R&B
/reviews/albums/cindy-lee-whats-tonight-to-eternity/,Pop/R&B
/reviews/albums/13376-the-phenomenal-handclap-band/,Electronic
/reviews/albums/13376-the-phenomenal-handclap-band/,Pop/R&B
/reviews/albums/10485-underground-communication/,Electronic
/reviews/albums/yuno-moodie-ep/,Pop/R&B
/reviews/albums/7723-tiny-cities/,Folk/Country
/reviews/albums/oneohtrix-point-never-the-station-ep/,Experimental
/reviews/albums/1157-the-best-party-ever/,Rock
/reviews/albums/18100-integrity-suicide-black-snake/,Metal
/reviews/albums/9166-white-bread-black-beer/,Electronic
/reviews/albums/9166-white-bread-black-beer/,Rock
